;dbn;school_name;borough;latitude;longitude;location;avg_perc Grads;latitude_rad;longitude_rad;trees;crashes;pc;shootings;arrests;programs;bins
304;19K504;High School for Civil Rights;Brooklyn;40.667456;-73.894747;(40.667456, -73.894747);55.553061224489795;0.7097810056099231;-1.2897066350782023;1490;3042;1;213;19603;13;1
305;19K507;Performing Arts and Technology High School;Brooklyn;40.667456;-73.894747;(40.667456, -73.894747);68.7108695652174;0.7097810056099231;-1.2897066350782023;1490;3042;1;213;19603;13;1
306;19K510;World Academy for Total Community Health High School;Brooklyn;40.667456;-73.894747;(40.667456, -73.894747);65.33260869565218;0.7097810056099231;-1.2897066350782023;1490;3042;1;213;19603;13;1
307;19K583;Multicultural High School;Brooklyn;40.691146;-73.868328;(40.691146, -73.868328);52.03225806451613;0.7101944741097206;-1.289245536543118;625;1072;0;4;3567;6;0
308;19K615;Transit Tech Career and Technical Education High School;Brooklyn;40.678276;-73.87596;(40.678276, -73.87596);74.25961538461539;0.7099698502349888;-1.2893787400716301;1003;3677;1;47;11722;2;2
309;19K618;Academy of Innovative Technology;Brooklyn;40.691146;-73.868328;(40.691146, -73.868328);71.29230769230769;0.7101944741097206;-1.289245536543118;625;1072;0;4;3567;6;0
310;19K639;Brooklyn Lab School;Brooklyn;40.691146;-73.868328;(40.691146, -73.868328);51.351612903225806;0.7101944741097206;-1.289245536543118;625;1072;0;4;3567;6;0
311;19K659;Cypress Hills Collegiate Preparatory School;Brooklyn;40.691146;-73.868328;(40.691146, -73.868328);62.102777777777774;0.7101944741097206;-1.289245536543118;625;1072;0;4;3567;6;0
312;19K660;W. H. Maxwell Career and Technical Education High School;Brooklyn;40.674135;-73.89643;(40.674135, -73.89643);56.198076923076925;0.7098975761506637;-1.2897360089695133;1059;6933;0;83;12913;6;0
313;19K683;The School for Classics: An Academy of Thinkers, Writers and Performers;Brooklyn;40.670724;-73.874208;(40.670724, -73.874208);79.36538461538461;0.7098380429698783;-1.289348161903135;1168;2523;1;163;13174;3;1
314;19K764;The Urban Assembly School for Collaborative Healthcare;Brooklyn;40.691146;-73.868328;(40.691146, -73.868328);;0.7101944741097206;-1.289245536543118;625;1072;0;4;3567;6;0
315;20K445;New Utrecht High School;Brooklyn;40.613262;-74.003404;(40.613262, -74.003404);70.91730769230769;0.7088351418750972;-1.2916030574835418;750;1593;1;5;2039;1;0
316;20K485;High School of Telecommunication Arts and Technology;Brooklyn;40.637282;-74.023849;(40.637282, -74.023849);83.10384615384615;0.7092543699614263;-1.291959890049112;752;2695;1;6;10800;0;0
317;20K490;Fort Hamilton High School;Brooklyn;40.627835;-74.040046;(40.627835, -74.040046);69.55;0.7090894887069904;-1.2922425810280576;966;368;0;0;735;1;0
318;20K505;Franklin Delano Roosevelt High School;Brooklyn;40.620446;-73.981795;(40.620446, -73.981795);61.75192307692308;0.7089605263285605;-1.2912259092854783;692;1202;0;1;1190;1;0
319;20K609;Urban Assembly School for Criminal Justice;Brooklyn;40.634875;-73.981528;(40.634875, -73.981528);93.63125;0.7092123598863308;-1.2912212492563755;1062;2050;0;4;1552;2;0
320;21K337;International High School at Lafayette;Brooklyn;40.594291;-73.98577;(40.594291, -73.98577);65.36749999999999;0.7085040354627015;-1.2912952861232452;590;1398;1;41;3890;1;0
321;21K344;Rachel Carson High School for Coastal Studies;Brooklyn;40.582533;-73.973132;(40.582533, -73.973132);73.44390243902438;0.7082988196492519;-1.2910747114123782;465;1834;0;0;1757;0;0
322;21K348;High School of Sports Management;Brooklyn;40.594291;-73.98577;(40.594291, -73.98577);77.1575;0.7085040354627015;-1.2912952861232452;590;1398;1;41;3890;1;0
323;21K410;Abraham Lincoln High School;Brooklyn;40.581681;-73.967308;(40.581681, -73.967308);67.58269230769231;0.7082839494440251;-1.290973063436742;664;2533;0;5;4186;0;0
324;21K468;Kingsborough Early College School;Brooklyn;40.594291;-73.98577;(40.594291, -73.98577);94.8047619047619;0.7085040354627015;-1.2912952861232452;590;1398;1;41;3890;1;0
325;21K525;Edward R. Murrow High School;Brooklyn;40.620525;-73.959285;(40.620525, -73.959285);79.67307692307692;0.7089619051386696;-1.2908330356708542;972;2146;1;1;3125;13;0
326;21K540;John Dewey High School;Brooklyn;40.589268;-73.981738;(40.589268, -73.981738);71.02692307692308;0.7084163675743738;-1.2912249144478047;223;656;1;47;4714;0;0
327;21K559;Life Academy High School for Film and Music;Brooklyn;40.594291;-73.98577;(40.594291, -73.98577);88.29032258064517;0.7085040354627015;-1.2912952861232452;590;1398;1;41;3890;1;0
328;21K572;Expeditionary Learning School for Community Leaders;Brooklyn;40.594291;-73.98577;(40.594291, -73.98577);75.56774193548387;0.7085040354627015;-1.2912952861232452;590;1398;1;41;3890;1;0
329;21K620;William E. Grady Career and Technical Education High School;Brooklyn;40.582585;-73.963477;(40.582585, -73.963477);58.448076923076925;0.708299727220463;-1.290906199873098;621;3171;0;7;5280;2;0
330;21K690;Brooklyn Studio Secondary School;Brooklyn;40.604879;-73.994404;(40.604879, -73.994404);74.50384615384615;0.7086888309239026;-1.2914459778508622;739;2620;0;7;3711;8;0
331;22K405;Midwood High School;Brooklyn;40.633237;-73.952929;(40.633237, -73.952929);89.15576923076924;0.7091837713931832;-1.2907221025435975;881;2395;0;38;6946;3;0
332;22K425;James Madison High School;Brooklyn;40.609912;-73.948512;(40.609912, -73.948512);75.35576923076923;0.7087766733451555;-1.290645011350537;1319;1803;1;1;1670;0;0
333;22K535;Leon M. Goldstein High School for the Sciences;Brooklyn;40.580894;-73.935952;(40.580894, -73.935952);93.68846153846154;0.7082702137028117;-1.2904257979964866;425;498;0;1;1083;0;0
334;22K555;Brooklyn College Academy;Brooklyn;40.649404;-73.971736;(40.649404, -73.971736);96.76170212765958;0.7094659387733531;-1.2910503466160204;918;1978;1;3;2342;4;0
335;22K611;Origins High School;Brooklyn;40.594124;-73.937696;(40.594124, -73.937696);75.0;0.7085011207628507;-1.2904562365386414;635;1262;2;63;5960;2;0
336;23K493;Brooklyn Collegiate: A College Board School;Brooklyn;40.674103;-73.913273;(40.674103, -73.913273);71.48372093023256;0.7098970176453032;-1.290029974775427;915;5011;2;281;28691;5;0
337;23K514;Frederick Douglass Academy VII High School;Brooklyn;40.665878;-73.911705;(40.665878, -73.911705);69.97906976744186;0.7097534643143266;-1.2900026080127553;769;2753;1;263;23442;2;0
338;23K644;Eagle Academy for Young Men II;Brooklyn;40.677805;-73.915843;(40.677805, -73.915843);89.43636363636364;0.709961629734212;-1.2900748297372029;1082;3540;0;149;13286;2;0
339;23K697;Teachers Preparatory High School;Brooklyn;40.665878;-73.911705;(40.665878, -73.911705);75.36938775510204;0.7097534643143266;-1.2900026080127553;769;2753;1;263;23442;2;0
340;24Q236;International High School for Health Sciences;Queens;40.741122;-73.874721;(40.741122, -73.874721);58.6;0.7110667198566972;-1.2893571154421979;920;1907;2;17;5311;0;0
341;24Q264;Academy of Finance and Enterprise;Queens;40.745095;-73.936635;(40.745095, -73.936635);92.385;0.7111360617878789;-1.2904377185952776;324;4370;0;4;2200;5;0
342;24Q267;High School of Applied Communication;Queens;40.745095;-73.936635;(40.745095, -73.936635);80.905;0.7111360617878789;-1.2904377185952776;324;4370;0;4;2200;5;0
343;24Q293;Civic Leadership Academy;Queens;40.74373;-73.870642;(40.74373, -73.870642);87.26538461538462;0.7111122380435893;-1.289285923462009;1073;2211;0;34;16552;0;0
344;24Q296;Pan American International High School;Queens;40.74373;-73.870642;(40.74373, -73.870642);63.42258064516129;0.7111122380435893;-1.289285923462009;1073;2211;0;34;16552;0;0
345;24Q299;Bard High School Early College Queens;Queens;40.745095;-73.936635;(40.745095, -73.936635);98.1861111111111;0.7111360617878789;-1.2904377185952776;324;4370;0;4;2200;5;0
346;24Q455;Newtown High School;Queens;40.741122;-73.874721;(40.741122, -73.874721);62.08846153846154;0.7110667198566972;-1.2893571154421979;920;1907;2;17;5311;0;0
347;24Q485;Grover Cleveland High School;Queens;40.711033;-73.908814;(40.711033, -73.908814);61.76153846153846;0.7105415677380646;-1.2899521505440805;1102;1992;0;6;3343;2;2
348;24Q520;Middle College High School at LaGuardia Community College;Queens;40.744412;-73.93364;(40.744412, -73.93364);72.66923076923078;0.7111241411890878;-1.2903854459841804;425;3940;0;6;1656;5;0
349;24Q530;International High School at LaGuardia Community College;Queens;40.744412;-73.93364;(40.744412, -73.93364);77.65;0.7111241411890878;-1.2903854459841804;425;3940;0;6;1656;5;0
350;24Q550;High School for Arts and Business;Queens;40.737427;-73.853178;(40.737427, -73.853178);80.23076923076923;0.711002229940836;-1.2889811191614406;794;3944;1;5;2760;5;0
351;24Q560;Robert F. Wagner, Jr. Secondary School for Arts and Technology;Queens;40.742839;-73.936782;(40.742839, -73.936782);79.92884615384615;0.7110966871599539;-1.290440284229278;341;4093;0;4;1477;5;0
352;24Q585;Maspeth High School;Queens;40.729939;-73.887482;(40.729939, -73.887482);98.13636363636364;0.7108715396864468;-1.289579836908045;654;1167;0;0;903;0;1
353;24Q600;Queens Vocational and Technical High School;Queens;40.742205;-73.928219;(40.742205, -73.928219);74.90192307692308;0.7110856217724963;-1.2902908316854298;752;2990;1;5;2571;6;0
354;24Q610;Aviation Career & Technical Education High School;Queens;40.743509;-73.929076;(40.743509, -73.929076);87.14038461538462;0.7111083808659424;-1.2903057891571192;669;3597;1;5;2514;6;0
355;25Q240;Veritas Academy;Queens;40.765166;-73.82789;(40.765166, -73.82789);79.05;0.7114863668220468;-1.2885397603001965;815;4823;1;26;21075;3;0
356;25Q241;Queens High School for Language Studies;Queens;40.765166;-73.82789;(40.765166, -73.82789);93.9;0.7114863668220468;-1.2885397603001965;815;4823;1;26;21075;3;0
357;25Q252;Queens School of Inquiry, The;Queens;40.724458;-73.810216;(40.724458, -73.810216);95.21538461538461;0.7107758781901449;-1.288231290808199;1447;1154;0;3;1604;3;0
358;25Q263;Flushing International High School;Queens;40.759844;-73.820548;(40.759844, -73.820548);70.51860465116279;0.7113934803992557;-1.288411618226515;967;2156;0;3;2894;6;0
359;25Q281;East-West School of International Studies;Queens;40.749545;-73.822073;(40.749545, -73.822073);93.17500000000001;0.7112137289395927;-1.288438234497608;728;1957;1;3;2178;2;0
360;25Q285;World Journalism Preparatory: A College Board School;Queens;40.765133;-73.790083;(40.765133, -73.790083);91.62432432432432;0.7114857908633936;-1.287879903669895;1199;1231;0;0;782;1;0
361;25Q425;John Bowne High School;Queens;40.738139;-73.824944;(40.738139, -73.824944);66.35384615384615;0.7110146566851102;-1.2884883429004328;735;1049;0;2;658;0;0
362;25Q460;Flushing High School;Queens;40.765166;-73.82789;(40.765166, -73.82789);60.85576923076923;0.7114863668220468;-1.2885397603001965;815;4823;1;26;21075;3;0
363;25Q525;Townsend Harris High School;Queens;40.73439;-73.821392;(40.73439, -73.821392);99.88076923076923;0.7109492242914529;-1.288426348805402;779;583;0;0;456;0;0
364;25Q670;Robert F. Kennedy Community High School;Queens;40.725603;-73.810697;(40.725603, -73.810697);80.45769230769231;0.7107958622100802;-1.2882396858419012;1305;1105;0;8;10460;3;1
365;26Q315;Business Technology Early College High School;Queens;40.733066;-73.738756;(40.733066, -73.738756);;0.7109261161321566;-1.2869840785247237;1238;787;0;1;927;0;0
366;26Q415;Benjamin N. Cardozo High School;Queens;40.752333;-73.75599;(40.752333, -73.75599);87.0673076923077;0.7112623887191383;-1.2872848685680125;822;1640;1;1;1000;0;0
367;26Q430;Francis Lewis High School;Queens;40.740724;-73.79283;(40.740724, -73.79283);85.49615384615385;0.7110597734462742;-1.2879278478644471;1019;1804;0;0;749;2;0
368;26Q435;Martin Van Buren High School;Queens;40.733066;-73.738756;(40.733066, -73.738756);66.55961538461538;0.7109261161321566;-1.2869840785247237;1238;787;0;1;927;0;0
369;26Q495;Bayside High School;Queens;40.771755;-73.780296;(40.771755, -73.780296);87.9423076923077;0.7116013665664607;-1.2877090882960023;1122;502;0;0;524;0;0
370;26Q566;Queens High School of Teaching, Liberal Arts and the Sciences;Queens;40.746088;-73.727535;(40.746088, -73.727535);89.9673469387755;0.7111533929073512;-1.2867882351293576;348;666;0;0;214;2;0
371;27Q260;Frederick Douglass Academy VI High School;Queens;40.60201;-73.762795;(40.60201, -73.762795);67.10697674418604;0.7086387574276629;-1.2874036382236107;872;874;1;25;3849;2;0
372;27Q262;Channel View School for Research;Queens;40.586066;-73.822624;(40.586066, -73.822624);92.55116279069767;0.708360482131725;-1.2884478512617865;255;648;0;8;2093;2;2
373;27Q302;Queens High School for Information, Research, and Technology;Queens;40.60201;-73.762795;(40.60201, -73.762795);60.334375;0.7086387574276629;-1.2874036382236107;872;874;1;25;3849;2;0
374;27Q308;Robert H. Goddard High School of Communication Arts and Technology;Queens;40.67124;-73.845141;(40.67124, -73.845141);91.0653846153846;0.7098470488688186;-1.288840847049458;922;2221;0;5;1628;0;1
375;27Q309;Academy of Medical Technology: A College Board School;Queens;40.60201;-73.762795;(40.60201, -73.762795);71.16923076923077;0.7086387574276629;-1.2874036382236107;872;874;1;25;3849;2;0
376;27Q314;Epic High School - South;Queens;40.675771;-73.816938;(40.675771, -73.816938);;0.7099261297372264;-1.2883486118405179;941;1598;0;12;2807;1;0
377;27Q323;Scholars' Academy;Queens;40.584109;-73.825711;(40.584109, -73.825711);99.7290322580645;0.7083263260382633;-1.2885017295757955;334;682;1;3;1792;2;2
378;27Q324;Rockaway Park High School for Environmental Sustainability;Queens;40.586066;-73.822624;(40.586066, -73.822624);60.04117647058824;0.708360482131725;-1.2884478512617865;255;648;0;8;2093;2;2
379;27Q334;Epic High School - North;Queens;40.693006;-73.829407;(40.693006, -73.829407);;0.7102269372338076;-1.2885662369449493;1056;2585;0;18;3856;0;0
380;27Q351;Rockaway Collegiate High School;Queens;40.586066;-73.822624;(40.586066, -73.822624);46.3625;0.708360482131725;-1.2884478512617865;255;648;0;8;2093;2;2
381;27Q400;August Martin High School;Queens;40.675633;-73.783342;(40.675633, -73.783342);51.276923076923076;0.7099237211828586;-1.2877622510250182;781;1495;0;9;4296;1;1
382;27Q475;Richmond Hill High School;Queens;40.695888;-73.833681;(40.695888, -73.833681);59.12115384615385;0.7102772376228501;-1.2886408323171794;1021;2040;0;28;20102;4;0
383;27Q480;John Adams High School;Queens;40.679639;-73.837298;(40.679639, -73.837298);59.33269230769231;0.7099936390726936;-1.288703960876224;729;1683;0;31;12688;2;0
384;27Q650;High School for Construction Trades, Engineering and Architecture;Queens;40.689591;-73.840717;(40.689591, -73.840717);96.08333333333333;0.710167334239852;-1.2887636336833497;777;1830;1;5;3101;0;0
385;28Q167;Metropolitan Expeditionary Learning School;Queens;40.711367;-73.856698;(40.711367, -73.856698);99.0;0.7105473971377664;-1.2890425547511108;906;1907;1;0;1974;0;0
386;28Q284;York Early College Academy;Queens;40.69719;-73.787192;(40.69719, -73.787192);95.91428571428571;0.7102999618097111;-1.2878294462012199;662;1461;1;88;7069;5;0
387;28Q310;Queens Collegiate: A College Board School;Queens;40.713218;-73.797237;(40.713218, -73.797237);83.51538461538462;0.7105797031822207;-1.2880047645245825;911;2425;0;4;5666;1;1
388;28Q325;Hillside Arts & Letters Academy;Queens;40.713218;-73.797237;(40.713218, -73.797237);82.23125;0.7105797031822207;-1.2880047645245825;911;2425;0;4;5666;1;1
389;28Q328;High School for Community Leadership;Queens;40.713218;-73.797237;(40.713218, -73.797237);84.525;0.7105797031822207;-1.2880047645245825;911;2425;0;4;5666;1;1
390;28Q350;Jamaica Gateway to the Sciences;Queens;40.713218;-73.797237;(40.713218, -73.797237);89.9;0.7105797031822207;-1.2880047645245825;911;2425;0;4;5666;1;1
391;28Q440;Forest Hills High School;Queens;40.729402;-73.845637;(40.729402, -73.845637);85.77692307692307;0.7108621672683635;-1.2888495038825478;1178;1326;0;0;1418;3;0
392;28Q505;Hillcrest High School;Queens;40.709446;-73.80166;(40.709446, -73.80166);72.20576923076922;0.7105138693628356;-1.2880819604373983;955;2390;0;18;8549;4;1
393;28Q620;Thomas A. Edison Career and Technical Education High School;Queens;40.715389;-73.800369;(40.715389, -73.800369);88.34807692307693;0.7106175942802816;-1.2880594282367552;998;1345;0;0;1901;1;1
394;28Q680;Queens Gateway to Health Sciences Secondary School;Queens;40.718831;-73.806499;(40.718831, -73.806499);96.62115384615385;0.7106776685131352;-1.2881664169199023;1060;1906;0;2;1698;0;0
395;28Q686;QUEENS METROPOLITAN HIGH SCHOOL;Queens;40.711367;-73.856698;(40.711367, -73.856698);79.81052631578947;0.7105473971377664;-1.2890425547511108;906;1907;1;0;1974;0;0
396;28Q687;Queens High School for the Sciences at York College;Queens;40.701049;-73.798151;(40.701049, -73.798151);98.7061224489796;0.7103673140655455;-1.288020716833946;563;2793;0;44;25763;6;0
397;28Q690;High School for Law Enforcement and Public Safety;Queens;40.686208;-73.784144;(40.686208, -73.784144);79.5391304347826;0.7101082897512571;-1.287776248565619;960;1288;1;68;5072;6;1
398;28Q896;Young Women's Leadership School, Queens;Queens;40.707527;-73.806412;(40.707527, -73.806412);93.49032258064516;0.7104803764944897;-1.288164898483453;1012;2234;0;20;8123;3;0
399;29Q243;Institute for Health Professions at Cambria Heights;Queens;40.697819;-73.745728;(40.697819, -73.745728);88.75;0.7103109399307062;-1.2871057628801728;700;1805;1;23;2922;0;0
400;29Q248;Queens Preparatory Academy;Queens;40.668235;-73.756839;(40.668235, -73.756839);71.42558139534884;0.7097946017247961;-1.287299686413362;810;3510;0;29;2534;1;0
401;29Q259;Pathways College Preparatory School: A College Board School;Queens;40.70646;-73.753579;(40.70646, -73.753579);79.91;0.710461753831371;-1.287242788679747;1033;1314;1;31;3332;2;0
402;29Q265;Excelsior Preparatory High School;Queens;40.668235;-73.756839;(40.668235, -73.756839);77.47391304347826;0.7097946017247961;-1.287299686413362;810;3510;0;29;2534;1;0
403;29Q272;George Washington Carver High School for the Sciences;Queens;40.668235;-73.756839;(40.668235, -73.756839);82.85192307692309;0.7097946017247961;-1.287299686413362;810;3510;0;29;2534;1;0
404;29Q283;Preparatory Academy for Writers: A College Board School;Queens;40.668235;-73.756839;(40.668235, -73.756839);80.66388888888889;0.7097946017247961;-1.287299686413362;810;3510;0;29;2534;1;0
405;29Q313;Benjamin Franklin High School for Finance & Information Technology;Queens;40.697819;-73.745728;(40.697819, -73.745728);;0.7103109399307062;-1.2871057628801728;700;1805;1;23;2922;0;0
406;29Q326;Cambria Heights Academy;Queens;40.711849;-73.771195;(40.711849, -73.771195);81.25;0.710555809624761;-1.2875502458807784;675;1683;0;35;2762;0;0
407;29Q327;Eagle Academy for Young Men III;Queens;40.691712;-73.778923;(40.691712, -73.778923);92.6;0.7102043526732869;-1.2876851249253725;1131;1444;1;23;3002;0;1
408;29Q492;Mathematics, Science Research and Technology Magnet High School;Queens;40.697819;-73.745728;(40.697819, -73.745728);74.1576923076923;0.7103109399307062;-1.2871057628801728;700;1805;1;23;2922;0;0
409;29Q498;Humanities & Arts Magnet High School;Queens;40.697819;-73.745728;(40.697819, -73.745728);78.43461538461538;0.7103109399307062;-1.2871057628801728;700;1805;1;23;2922;0;0
410;30Q258;Energy Tech High School;Queens;40.757065;-73.932664;(40.757065, -73.932664);91.1;0.7113449776993427;-1.290368411570681;779;2715;0;33;5616;3;0
411;30Q286;Young Women's Leadership School, Astoria;Queens;40.771215;-73.924591;(40.771215, -73.924591);96.47142857142858;0.7115919417884998;-1.2902275111401675;1008;2569;2;10;3568;7;0
412;30Q301;Academy for Careers in Television and Film;Queens;40.742956;-73.959196;(40.742956, -73.959196);97.38076923076923;0.7110987291951788;-1.2908314823278202;402;874;0;9;8356;0;0
413;30Q445;William Cullen Bryant High School;Queens;40.75823;-73.910514;(40.75823, -73.910514);65.21346153846153;0.7113653107851284;-1.2899818211413643;956;1508;2;16;5980;3;0
414;30Q450;Long Island City High School;Queens;40.765826;-73.9328;(40.765826, -73.9328);63.21346153846154;0.7114978859951099;-1.2903707852184636;661;1866;0;9;4167;6;1
415;30Q501;Frank Sinatra School of the Arts High School;Queens;40.756534;-73.925121;(40.756534, -73.925121);96.33076923076922;0.7113357100010146;-1.290236761385203;897;2978;1;12;5214;5;2
416;30Q502;Information Technology High School;Queens;40.748701;-73.94638;(40.748701, -73.94638);68.13461538461539;0.7111989983607059;-1.2906078009308846;669;2569;1;6;1829;0;0
417;30Q555;Newcomers High School;Queens;40.751356;-73.937445;(40.751356, -73.937445);70.73076923076923;0.7112453368523464;-1.2904518557622187;469;4013;0;8;4601;3;0
418;30Q575;Academy of American Studies;Queens;40.751331;-73.937434;(40.751331, -73.937434);90.77307692307691;0.7112449005200333;-1.290451663776001;467;4033;0;8;4601;3;0
419;30Q580;Baccalaureate School for Global Education;Queens;40.755366;-73.927169;(40.755366, -73.927169);98.72857142857143;0.7113153245553513;-1.290272505728284;798;3177;1;13;4336;7;1
420;31R047;CSI High School for International Studies;Staten Island;40.581315;-74.158589;(40.581315, -74.158589);96.75;0.7082775615389626;-1.2943115466832493;529;307;0;0;1179;0;0
421;31R064;Gaynor McCown Expeditionary Learning School;Staten Island;40.581315;-74.158589;(40.581315, -74.158589);88.0576923076923;0.7082775615389626;-1.2943115466832493;529;307;0;0;1179;0;0
422;31R080;The Michael J. Petrides School;Staten Island;40.608517;-74.102078;(40.608517, -74.102078);92.15576923076924;0.7087523260020901;-1.2933252436696547;230;1120;0;1;479;2;0
423;31R440;New Dorp High School;Staten Island;40.569393;-74.107737;(40.569393, -74.107737);74.52115384615385;0.7080694833855399;-1.293424011852025;720;1513;1;1;1548;0;0
424;31R445;Port Richmond High School;Staten Island;40.634573;-74.141818;(40.634573, -74.141818);65.72884615384615;0.7092070889919898;-1.2940188375143973;467;597;0;31;3478;6;0
425;31R450;Curtis High School;Staten Island;40.644735;-74.081222;(40.644735, -74.081222);75.45769230769231;0.7093844493505774;-1.2929612378008586;787;1031;0;29;23813;6;2
426;31R455;Tottenville High School;Staten Island;40.528092;-74.192032;(40.528092, -74.192032);85.90192307692307;0.7073486449511738;-1.2948952371449935;744;356;0;1;532;2;0
427;31R460;Susan E. Wagner High School;Staten Island;40.596803;-74.124227;(40.596803, -74.124227);80.4076923076923;0.7085478781335116;-1.293711816645679;327;132;1;1;382;0;0
428;31R600;Ralph R. McKee Career and Technical Education High School;Staten Island;40.642793;-74.07873;(40.642793, -74.07873);67.46538461538461;0.7093505550565037;-1.2929177441958988;853;1337;1;36;27075;4;3
429;31R605;Staten Island Technical High School;Staten Island;40.567873;-74.115373;(40.567873, -74.115373);98.76923076923077;0.7080429543809096;-1.2935572851937074;1234;1104;0;3;1735;0;0
430;32K168;The Brooklyn School for Math and Research;Brooklyn;40.69697;-73.910791;(40.69697, -73.910791);82.06363636363636;0.7102961220853568;-1.2899866557033923;1202;2850;1;54;14747;11;0
431;32K403;Academy for Environmental Leadership;Brooklyn;40.69697;-73.910791;(40.69697, -73.910791);65.83250000000001;0.7102961220853568;-1.2899866557033923;1202;2850;1;54;14747;11;0
432;32K545;EBC High School for Public Service - Bushwick;Brooklyn;40.694507;-73.929107;(40.694507, -73.929107);70.99038461538461;0.7102531346258801;-1.2903063302091875;959;3208;1;82;9979;0;0
433;32K549;Bushwick School for Social Justice;Brooklyn;40.69697;-73.910791;(40.69697, -73.910791);71.33695652173913;0.7102961220853568;-1.2899866557033923;1202;2850;1;54;14747;11;0
434;32K552;Academy of Urban Planning;Brooklyn;40.69697;-73.910791;(40.69697, -73.910791);59.41836734693877;0.7102961220853568;-1.2899866557033923;1202;2850;1;54;14747;11;0
435;32K554;All City Leadership Secondary School;Brooklyn;40.69737;-73.913171;(40.69737, -73.913171);94.81304347826087;0.7103031034023647;-1.2900281945395897;1227;3249;2;88;26458;13;0
436;32K556;Bushwick Leaders High School for Academic Excellence;Brooklyn;40.695056;-73.92814;(40.695056, -73.92814);64.31632653061224;0.7102627164834735;-1.2902894528753208;970;3309;1;69;9852;0;0
