,Unnamed: 0,dbn,school_name,borough,latitude,longitude,location,avg_perc Grads,latitude_rad,longitude_rad,trees,crashes,pc,shootings,arrests,programs,bins
30,30,02M412,N.Y.C. Lab School for Collaborative Studies,Manhattan,40.742129,-74.002198,"(40.742129, -74.002198)",97.275,0.7110842953222648,-1.2915820088127627,0.7387426641280053,1.2349997208224028,-0.9285271607674112,-0.6138857520126031,1.424868073839402,-0.970966057465751,0.6693533084106223
31,31,02M413,School of the Future High School,Manhattan,40.738952,-73.985479,"(40.738952, -73.985479)",90.6846153846154,0.711028846211929,-1.2912902072151218,0.7421586434756016,2.039534771714338,0.6880719199312288,-0.5664857743408602,1.3008232619317521,-0.6683182920502495,0.6693533084106223
32,32,02M414,N.Y.C. Museum School,Manhattan,40.742129,-74.002198,"(40.742129, -74.002198)",96.5653846153846,0.7110842953222648,-1.2915820088127627,0.7387426641280053,1.2349997208224028,-0.9285271607674112,-0.6138857520126031,1.424868073839402,-0.970966057465751,0.6693533084106223
33,33,02M416,Eleanor Roosevelt High School,Manhattan,40.770187,-73.953608,"(40.770187, -73.953608)",99.54081632653062,0.7115739998037894,-1.2907339533292188,1.7567045097117102,1.4522098944202253,1.496371460280549,-0.9456855957148034,-0.8519710220732444,-0.970966057465751,-0.13645218959335
34,34,02M418,Millennium High School,Manhattan,40.704487,-74.011556,"(40.704487, -74.011556)",98.4857142857143,0.7104273184852291,-1.2917453367241645,-1.7105145280985599,0.4204615698305678,-0.9285271607674112,-0.8666856329285653,-0.4835202375326359,-0.970966057465751,2.683867053420553
35,35,02M419,Landmark High School,Manhattan,40.742867,-74.002136,"(40.742867, -74.002136)",61.73653846153847,0.7110971758521445,-1.2915809267086265,0.6089354489193449,1.1073411100236825,-0.9285271607674112,-0.6296857445698507,1.317356859099001,-0.970966057465751,1.0722560574126083
36,36,02M420,High School for Health Professions and Human Services,Manhattan,40.732447,-73.983031,"(40.732447, -73.983031)",87.9076923076923,0.7109153125440867,-1.291247481555033,0.9368694662885921,0.913947841425621,-0.12022762041809114,-0.6928857147988413,-0.1546472866255455,-0.3656705266347479,-0.5393549385953362
37,37,02M422,Quest to Learn,Manhattan,40.742867,-74.002136,"(40.742867, -74.002136)",79.81666666666666,0.7110971758521445,-1.2915809267086265,0.6089354489193449,1.1073411100236825,-0.9285271607674112,-0.6296857445698507,1.317356859099001,-0.970966057465751,1.0722560574126083
38,38,02M425,Leadership and Public Service High School,Manhattan,40.70873,-74.012332,"(40.70873, -74.012332)",68.66153846153847,0.7105013728053913,-1.2917588804791598,-1.2391093781302671,0.761519649427149,-0.9285271607674112,-0.8508856403713176,0.1602620563112777,-0.06302276121924635,0.6693533084106223
39,39,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Manhattan,40.746176,-73.981241,"(40.746176, -73.981241)",57.45,0.711154928797093,-1.2912162401614222,0.7899823543419501,3.579535848998901,0.6880719199312288,-0.8824856254858129,0.14638411464757659,-0.970966057465751,-0.5393549385953362
40,40,02M432,Murray Hill Academy,Manhattan,40.746176,-73.981241,"(40.746176, -73.981241)",64.03809523809524,0.711154928797093,-1.2912162401614222,0.7899823543419501,3.579535848998901,0.6880719199312288,-0.8824856254858129,0.14638411464757659,-0.970966057465751,-0.5393549385953362
41,41,02M437,Hudson High School of Learning Technologies,Manhattan,40.742867,-74.002136,"(40.742867, -74.002136)",82.5,0.7110971758521445,-1.2915809267086265,0.6089354489193449,1.1073411100236825,-0.9285271607674112,-0.6296857445698507,1.317356859099001,-0.970966057465751,1.0722560574126083
42,42,02M438,International High School at Union Square,Manhattan,40.735494,-73.987659,"(40.735494, -73.987659)",59.4125,0.7109684927263951,-1.2913282553928151,0.5884395728337669,1.6127358341186162,-0.9285271607674112,-0.5664857743408602,2.63182066704857,-0.6683182920502495,2.280964304418567
43,43,02M439,Manhattan Village Academy,Manhattan,40.741497,-73.991512,"(40.741497, -73.991512)",96.2173076923077,0.7110732648413922,-1.2913955029288946,-1.1912856672639185,1.9985696951147487,1.496371460280549,-0.5032858041118697,0.24318704106722028,-0.970966057465751,-0.5393549385953362
44,44,02M449,Vanguard High School,Manhattan,40.765359,-73.960059,"(40.765359, -73.960059)",72.72115384615384,0.711489735307503,-1.2908465445192647,2.077806568385765,2.310571150611621,-0.12022762041809114,-0.8982856180430605,-0.05518870470235405,-0.970966057465751,-0.13645218959335
45,45,02M459,Manhattan International High School,Manhattan,40.765359,-73.960059,"(40.765359, -73.960059)",73.94615384615385,0.711489735307503,-1.2908465445192647,2.077806568385765,2.310571150611621,-0.12022762041809114,-0.8982856180430605,-0.05518870470235405,-0.970966057465751,-0.13645218959335
46,46,02M475,Stuyvesant High School,Manhattan,40.71759,-74.013748,"(40.71759, -74.013748)",98.67307692307692,0.710656008977118,-1.2917835943413682,-0.2006516564609842,-0.26022557506260885,-0.12022762041809114,-0.9456855957148034,-1.0023153900966733,-0.6683182920502495,2.683867053420553
47,47,02M489,High School of Economics and Finance,Manhattan,40.709196,-74.012022,"(40.709196, -74.012022)",82.27307692307691,0.7105095060397055,-1.2917534699584787,-1.4338202009432577,0.7510402112272541,-0.9285271607674112,-0.8508856403713176,0.17191267400426138,-0.06302276121924635,0.6693533084106223
48,48,02M500,Unity Center for Urban Technologies,Manhattan,40.746176,-73.981241,"(40.746176, -73.981241)",68.13846153846154,0.711154928797093,-1.2912162401614222,0.7899823543419501,3.579535848998901,0.6880719199312288,-0.8824856254858129,0.14638411464757659,-0.970966057465751,-0.5393549385953362
49,49,02M507,Urban Assembly Gateway School for Technology,Manhattan,40.76337,-73.990593,"(40.76337, -73.990593)",89.48181818181818,0.7114550207086809,-1.2913794633530689,1.2203957521390871,1.7165775399175753,-0.12022762041809114,-0.7718856775850794,0.8793450336267549,-0.970966057465751,-0.13645218959335
50,50,02M519,Talent Unlimited High School,Manhattan,40.765359,-73.960059,"(40.765359, -73.960059)",95.00192307692308,0.711489735307503,-1.2908465445192647,2.077806568385765,2.310571150611621,-0.12022762041809114,-0.8982856180430605,-0.05518870470235405,-0.970966057465751,-0.13645218959335
51,51,02M520,Murry Bergtraum High School for Business Careers,Manhattan,40.711442,-74.000851,"(40.711442, -74.000851)",62.69423076923077,0.7105487061347053,-1.2915584992277382,-1.4133243248576797,0.5285903185294839,1.496371460280549,-0.5032858041118697,0.7369676321139692,-0.06302276121924635,7.5187000414443865
52,52,02M529,Jacqueline Kennedy Onassis High School,Manhattan,40.757729,-73.983078,"(40.757729, -73.983078)",69.7,0.7113565666855759,-1.2912483018597816,-1.9154732889543395,3.8739127947959497,-0.12022762041809114,-0.8034856626995747,2.5758805688609354,-0.6683182920502495,0.6693533084106223
53,53,02M531,Repertory Company High School for Theatre Arts,Manhattan,40.755843,-73.984382,"(40.755843, -73.984382)",90.3173076923077,0.7113236497758832,-1.2912710609532274,-2.5884212204308157,3.882010542495869,0.6880719199312288,-0.787685670142327,4.404856214046239,-0.6683182920502495,1.0722560574126083
54,54,02M533,Union Square Academy for Health Sciences,Manhattan,40.735494,-73.987659,"(40.735494, -73.987659)",89.58333333333333,0.7109684927263951,-1.2913282553928151,0.5884395728337669,1.6127358341186162,-0.9285271607674112,-0.5664857743408602,2.63182066704857,-0.6683182920502495,2.280964304418567
55,55,02M534,Harvest Collegiate High School,Manhattan,40.736518,-73.994858,"(40.736518, -73.994858)",90.01666666666667,0.7109863648979353,-1.2914539016456663,0.02138700113277694,1.4826955328199198,0.6880719199312288,-0.8508856403713176,1.3683283115058047,-0.970966057465751,2.280964304418567
56,56,02M542,Manhattan Bridges High School,Manhattan,40.765184,-73.992953,"(40.765184, -73.992953)",82.12391304347825,0.7114866809813121,-1.2914206531234158,0.5508638000102074,1.0144551805246136,0.6880719199312288,-0.787685670142327,-0.5738125246532593,-0.970966057465751,-0.5393549385953362
57,57,02M543,New Design High School,Manhattan,40.716778,-73.989337,"(40.716778, -73.989337)",79.49130434782609,0.7106418369035917,-1.2913575420176635,0.4073926674111617,2.289612274211831,-0.12022762041809114,-0.6296857445698507,1.818761751430129,2.0555115966892648,0.26645055940863616
58,58,02M545,High School for Dual Language and Asian Studies,Manhattan,40.716778,-73.989337,"(40.716778, -73.989337)",95.0304347826087,0.7106418369035917,-1.2913575420176635,0.4073926674111617,2.289612274211831,-0.12022762041809114,-0.6296857445698507,1.818761751430129,2.0555115966892648,0.26645055940863616
59,59,02M546,Academy for Software Engineering,Manhattan,40.735494,-73.987659,"(40.735494, -73.987659)",92.25,0.7109684927263951,-1.2913282553928151,0.5884395728337669,1.6127358341186162,-0.9285271607674112,-0.5664857743408602,2.63182066704857,-0.6683182920502495,2.280964304418567
60,60,02M551,Urban Assembly New York Harbor School,Manhattan,40.701695,-74.011631,"(40.701695, -74.011631)",79.28478260869565,0.7103785888925135,-1.291746645721103,-2.393710397617825,-0.5384070254598203,-0.9285271607674112,-0.9298856031575558,-0.7425751485883904,-0.970966057465751,1.0722560574126083
61,61,02M580,Richard R. Green High School of Teaching,Manhattan,40.70568,-74.013302,"(40.70568, -74.013302)",65.9673076923077,0.7104481402632055,-1.291775810172904,-1.2151975226970928,0.6519618864282473,-0.9285271607674112,-0.8666856329285653,-0.4154155238126211,-0.970966057465751,2.280964304418567
62,62,02M600,The High School of Fashion Industries,Manhattan,40.745156,-73.996074,"(40.745156, -73.996074)",89.12307692307692,0.7111371264387227,-1.2914751248493703,-0.23139547058935112,1.8161322028165774,2.304671000629869,-0.6928857147988413,0.7814284452217525,-0.970966057465751,-0.5393549385953362
63,63,02M605,Humanities Preparatory Academy,Manhattan,40.742867,-74.002136,"(40.742867, -74.002136)",76.63461538461539,0.7110971758521445,-1.2915809267086265,0.6089354489193449,1.1073411100236825,-0.9285271607674112,-0.6296857445698507,1.317356859099001,-0.970966057465751,1.0722560574126083
64,64,02M615,Chelsea Career and Technical Education High School,Manhattan,40.7244,-74.004625,"(40.7244, -74.004625)",67.23846153846154,0.7107748658991788,-1.2916243679537087,0.3356571011116389,2.192439301812805,-0.9285271607674112,-0.83508564781407,0.9333148067633704,0.5422727696117567,-0.13645218959335
65,65,02M630,Art and Design High School,Manhattan,40.75924,-73.967203,"(40.75924, -73.967203)",81.56153846153846,0.7113829386105736,-1.2909712308410273,1.0769246195400415,4.486483591389809,0.6880719199312288,-0.9140856106003081,0.6614099497227075,-0.3656705266347479,0.26645055940863616
66,66,02M655,Life Sciences Secondary School,Manhattan,40.783625,-73.945637,"(40.783625, -73.945637)",77.77884615384616,0.7118085371486724,-1.2905948331345425,0.14436225764624466,1.1540222438232144,1.496371460280549,-0.47168581899737444,-0.20904539129499128,1.7528638312737632,-0.13645218959335
67,67,03M299,"High School for Arts, Imagination and Inquiry",Manhattan,40.774351,-73.984753,"(40.774351, -73.984753)",70.9625,0.7116466753138425,-1.2912775361247522,1.2135637934438945,0.3537742358312363,3.1129705409791892,-0.6454857371270983,-0.4004239201635612,-0.970966057465751,0.26645055940863616
68,68,03M307,"Urban Assembly School for Media Studies, The",Manhattan,40.774351,-73.984753,"(40.774351, -73.984753)",71.32790697674419,0.7116466753138425,-1.2912775361247522,1.2135637934438945,0.3537742358312363,3.1129705409791892,-0.6454857371270983,-0.4004239201635612,-0.970966057465751,0.26645055940863616
69,69,03M402,The Urban Assembly School for Green Careers,Manhattan,40.785803,-73.974614,"(40.785803, -73.974614)",61.08095238095238,0.7118465504197808,-1.2911005771918926,2.815658107466571,0.5695553951290733,-0.12022762041809114,-0.6770857222415937,-0.06786731807413039,-0.970966057465751,1.0722560574126083
70,70,03M403,The Global Learning Collaborative,Manhattan,40.785803,-73.974614,"(40.785803, -73.974614)",73.76666666666667,0.7118465504197808,-1.2911005771918926,2.815658107466571,0.5695553951290733,-0.12022762041809114,-0.6770857222415937,-0.06786731807413039,-0.970966057465751,1.0722560574126083
71,71,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Manhattan,40.802207,-73.954142,"(40.802207, -73.954142)",65.36730769230769,0.7121328542302781,-1.2907432733874245,1.828440076011233,0.07368743303404393,-0.12022762041809114,1.2505133697426176,1.749971707257586,-0.6683182920502495,0.6693533084106223
72,72,03M417,FRANK McCOURT HIGH SCHOOL,Manhattan,40.785803,-73.974614,"(40.785803, -73.974614)",95.39375,0.7118465504197808,-1.2911005771918926,2.815658107466571,0.5695553951290733,-0.12022762041809114,-0.6770857222415937,-0.06786731807413039,-0.970966057465751,1.0722560574126083
73,73,03M479,Beacon High School,Manhattan,40.772007,-73.987479,"(40.772007, -73.987479)",96.99615384615385,0.7116057647961758,-1.2913251138001616,-0.016188771690782637,0.6676810437280897,3.1129705409791892,-0.6454857371270983,-0.4779519276058422,-0.970966057465751,-0.13645218959335
