,latitude,longitude,location
0,40.77243441,-73.95245438,"(40.77243441, -73.95245438)"
1,40.61916098,-73.97105084,"(40.61916098, -73.97105084)"
2,40.72946965,-73.72603841,"(40.72946965, -73.72603841)"
3,40.72446289,-73.7898553,"(40.72446289, -73.7898553)"
4,40.56073792,-74.1157514,"(40.56073792, -74.1157514)"
5,40.55752074,-74.17526362,"(40.55752074, -74.17526362)"
6,40.59181193,-74.16225236,"(40.59181193, -74.16225236)"
7,40.70171549,-73.83666511,"(40.70171549, -73.83666511)"
8,40.71251074,-73.82928198,"(40.71251074, -73.82928198)"
9,40.72539694,-73.8416257,"(40.72539694, -73.8416257)"
10,40.70148986,-73.8370687,"(40.70148986, -73.8370687)"
11,40.59003189,-73.96143162,"(40.59003189, -73.96143162)"
12,40.54867549,-74.1890555,"(40.54867549, -74.1890555)"
13,40.75645166,-73.96658568,"(40.75645166, -73.96658568)"
14,40.72651856,-73.94269191,"(40.72651856, -73.94269191)"
15,40.72821912,-73.98510284,"(40.72821912, -73.98510284)"
16,40.72987264,-73.98085707,"(40.72987264, -73.98085707)"
17,40.72778169,-73.72465577,"(40.72778169, -73.72465577)"
18,40.66933071,-73.94568373,"(40.66933071, -73.94568373)"
19,40.72803362,-73.72737944,"(40.72803362, -73.72737944)"
20,40.72850257,-73.7248654,"(40.72850257, -73.7248654)"
21,40.57987763,-73.84269386,"(40.57987763, -73.84269386)"
22,40.64821469,-73.92823539,"(40.64821469, -73.92823539)"
23,40.76708523,-73.76891274,"(40.76708523, -73.76891274)"
24,40.56508815,-74.10610831,"(40.56508815, -74.10610831)"
25,40.57249148,-74.09568418,"(40.57249148, -74.09568418)"
26,40.5443106,-74.21519592,"(40.5443106, -74.21519592)"
27,40.65679061,-73.97973036,"(40.65679061, -73.97973036)"
28,40.72740054,-73.72599161,"(40.72740054, -73.72599161)"
29,40.60439845,-74.09103982,"(40.60439845, -74.09103982)"
30,40.74913848,-73.90274592,"(40.74913848, -73.90274592)"
31,40.72780773,-73.7248761,"(40.72780773, -73.7248761)"
32,40.74604329,-73.90192047,"(40.74604329, -73.90192047)"
33,40.72853504,-73.7251348,"(40.72853504, -73.7251348)"
34,40.72855811,-73.72532616,"(40.72855811, -73.72532616)"
35,40.63146341,-74.09279121,"(40.63146341, -74.09279121)"
36,40.75661919,-73.88752202,"(40.75661919, -73.88752202)"
37,40.8033235,-73.95670419,"(40.8033235, -73.95670419)"
38,40.80347864,-73.95707215,"(40.80347864, -73.95707215)"
39,40.61821506,-73.95871186,"(40.61821506, -73.95871186)"
40,40.65352085,-73.83453063,"(40.65352085, -73.83453063)"
41,40.64110137,-74.10766259,"(40.64110137, -74.10766259)"
42,40.68445061,-73.96538405,"(40.68445061, -73.96538405)"
43,40.76415474,-73.92780075,"(40.76415474, -73.92780075)"
44,40.72659177,-73.72065895,"(40.72659177, -73.72065895)"
45,40.52964287,-74.2084374,"(40.52964287, -74.2084374)"
46,40.72956185,-73.7310853,"(40.72956185, -73.7310853)"
47,40.56594197,-74.10420999,"(40.56594197, -74.10420999)"
48,40.71718193,-73.84234233,"(40.71718193, -73.84234233)"
49,40.69589118,-73.83441674,"(40.69589118, -73.83441674)"
50,40.74724268,-73.89953219,"(40.74724268, -73.89953219)"
51,40.8011855,-73.96874038,"(40.8011855, -73.96874038)"
52,40.7424299,-73.97464266,"(40.7424299, -73.97464266)"
53,40.55994387,-74.11707877,"(40.55994387, -74.11707877)"
54,40.63663572,-73.97618875,"(40.63663572, -73.97618875)"
55,40.65456576,-73.97361707,"(40.65456576, -73.97361707)"
56,40.80136473,-73.95789918,"(40.80136473, -73.95789918)"
57,40.83637299,-73.83245033,"(40.83637299, -73.83245033)"
58,40.69069785,-73.9855822,"(40.69069785, -73.9855822)"
59,40.63697898,-73.97612668,"(40.63697898, -73.97612668)"
60,40.76832586,-73.78551776,"(40.76832586, -73.78551776)"
61,40.72408966,-73.75326032,"(40.72408966, -73.75326032)"
62,40.71712224,-73.9418298,"(40.71712224, -73.9418298)"
63,40.8959769,-73.84177163,"(40.8959769, -73.84177163)"
64,40.74943574,-73.71654699,"(40.74943574, -73.71654699)"
65,40.57279523,-74.09976037,"(40.57279523, -74.09976037)"
66,40.52886662,-74.19759213,"(40.52886662, -74.19759213)"
67,40.73251797,-73.74362517,"(40.73251797, -73.74362517)"
68,40.56774175,-74.13643707,"(40.56774175, -74.13643707)"
69,40.68732909,-73.86471658,"(40.68732909, -73.86471658)"
70,40.67736954,-73.97868979,"(40.67736954, -73.97868979)"
71,40.53038279,-74.20667796,"(40.53038279, -74.20667796)"
72,40.73521023,-73.73904766,"(40.73521023, -73.73904766)"
73,40.7106253,-73.90182131,"(40.7106253, -73.90182131)"
