,latitude,longitude,location
0,40.73258826400007,-74.00189485899995,"(40.73258826400007, -74.00189485899995)"
1,40.82699212000006,-73.87153467799999,"(40.82699212000006, -73.87153467799999)"
2,40.85358637200005,-73.90059203599998,"(40.85358637200005, -73.90059203599998)"
3,40.61109131000006,-73.74567239999999,"(40.61109131000006, -73.74567239999999)"
4,40.668443281000066,-73.92412129599995,"(40.668443281000066, -73.92412129599995)"
5,40.67198303200007,-73.95749922599998,"(40.67198303200007, -73.95749922599998)"
6,40.67424560100005,-73.94869873299996,"(40.67424560100005, -73.94869873299996)"
7,40.89888602800005,-73.85283426899997,"(40.89888602800005, -73.85283426899997)"
8,40.82997091200008,-73.87854160399996,"(40.82997091200008, -73.87854160399996)"
9,40.63941741800005,-73.95698354299998,"(40.63941741800005, -73.95698354299998)"
10,40.83990820100007,-73.93608358699998,"(40.83990820100007, -73.93608358699998)"
11,40.66815651600007,-73.95205468899997,"(40.66815651600007, -73.95205468899997)"
12,40.575573630000065,-73.98120362499998,"(40.575573630000065, -73.98120362499998)"
13,40.66885376400006,-73.86749527999996,"(40.66885376400006, -73.86749527999996)"
14,40.82277137500006,-73.90708837099999,"(40.82277137500006, -73.90708837099999)"
15,40.639786849000075,-73.95179312299996,"(40.639786849000075, -73.95179312299996)"
16,40.641424735000044,-73.90499108299997,"(40.641424735000044, -73.90499108299997)"
17,40.63947955100008,-73.90274794199996,"(40.63947955100008, -73.90274794199996)"
18,40.81973902900006,-73.92667949999998,"(40.81973902900006, -73.92667949999998)"
19,40.57916181000007,-74.00037110599999,"(40.57916181000007, -74.00037110599999)"
20,40.86694549300006,-73.86918221099995,"(40.86694549300006, -73.86918221099995)"
21,40.69843188800007,-73.80452126799997,"(40.69843188800007, -73.80452126799997)"
22,40.88311966300006,-73.90332187399997,"(40.88311966300006, -73.90332187399997)"
23,40.874733536000065,-73.90137219699994,"(40.874733536000065, -73.90137219699994)"
24,40.88745131300004,-73.84760778699996,"(40.88745131300004, -73.84760778699996)"
25,40.68033400500008,-73.93842477199996,"(40.68033400500008, -73.93842477199996)"
26,40.661096239000074,-73.91970486299994,"(40.661096239000074, -73.91970486299994)"
27,40.66269413400005,-73.88830693299997,"(40.66269413400005, -73.88830693299997)"
28,40.68048278800006,-73.96139845599998,"(40.68048278800006, -73.96139845599998)"
29,40.66305447500008,-73.91097205999995,"(40.66305447500008, -73.91097205999995)"
30,40.686797822000074,-73.91534567299993,"(40.686797822000074, -73.91534567299993)"
31,40.67302332600008,-73.74016255999999,"(40.67302332600008, -73.74016255999999)"
32,40.66864751500003,-73.87327795299996,"(40.66864751500003, -73.87327795299996)"
33,40.86502854100007,-73.89276136399997,"(40.86502854100007, -73.89276136399997)"
34,40.85474183700006,-73.91437371399996,"(40.85474183700006, -73.91437371399996)"
35,40.65951643100004,-73.93019922999997,"(40.65951643100004, -73.93019922999997)"
36,40.73796485300005,-73.99826327599999,"(40.73796485300005, -73.99826327599999)"
37,40.79409419700005,-73.93681038099999,"(40.79409419700005, -73.93681038099999)"
38,40.68846608500007,-73.93763524899998,"(40.68846608500007, -73.93763524899998)"
39,40.836477829000046,-73.93702287099995,"(40.836477829000046, -73.93702287099995)"
40,40.676082896000025,-73.97165587799998,"(40.676082896000025, -73.97165587799998)"
41,40.70652751600005,-73.79199607999993,"(40.70652751600005, -73.79199607999993)"
42,40.84376257500003,-73.91174605599997,"(40.84376257500003, -73.91174605599997)"
43,40.66588189600003,-73.76370963899996,"(40.66588189600003, -73.76370963899996)"
44,40.68519032000006,-73.87365575699994,"(40.68519032000006, -73.87365575699994)"
45,40.832515142000034,-73.89658392199993,"(40.832515142000034, -73.89658392199993)"
46,40.674232956000026,-73.93200055399996,"(40.674232956000026, -73.93200055399996)"
47,40.822552631000065,-73.86700316499997,"(40.822552631000065, -73.86700316499997)"
48,40.67289049200008,-73.89807041999995,"(40.67289049200008, -73.89807041999995)"
49,40.82988338300004,-73.93675968099996,"(40.82988338300004, -73.93675968099996)"
50,40.70295049900005,-73.81904134599995,"(40.70295049900005, -73.81904134599995)"
51,40.61266940200005,-73.91239665799998,"(40.61266940200005, -73.91239665799998)"
52,40.87023883200004,-73.83698049099996,"(40.87023883200004, -73.83698049099996)"
53,40.83732351100008,-73.91983075699994,"(40.83732351100008, -73.91983075699994)"
54,40.68210314700008,-73.92120694299996,"(40.68210314700008, -73.92120694299996)"
55,40.82387580300008,-73.89186206499994,"(40.82387580300008, -73.89186206499994)"
56,40.88614179100006,-73.84499624499995,"(40.88614179100006, -73.84499624499995)"
57,40.840545822000024,-73.87413864999996,"(40.840545822000024, -73.87413864999996)"
58,40.830891198000074,-73.85079371899997,"(40.830891198000074, -73.85079371899997)"
59,40.87334363100007,-73.86529636099993,"(40.87334363100007, -73.86529636099993)"
60,40.69909194300004,-73.75824587299996,"(40.69909194300004, -73.75824587299996)"
61,40.670365686000025,-73.91284538599996,"(40.670365686000025, -73.91284538599996)"
62,40.82414361300005,-73.91717129999995,"(40.82414361300005, -73.91717129999995)"
63,40.87911807100005,-73.84324408499998,"(40.87911807100005, -73.84324408499998)"
64,40.678241925000066,-73.89550925199995,"(40.678241925000066, -73.89550925199995)"
65,40.69556653700005,-73.97423482899995,"(40.69556653700005, -73.97423482899995)"
66,40.76469453400006,-73.91434778799999,"(40.76469453400006, -73.91434778799999)"
