,latitude,longitude,location
0,40.73041717,-73.98462852,"(40.73041717, -73.98462852)"
1,40.70749194,-73.94314477,"(40.70749194, -73.94314477)"
2,40.81637224,-73.9022598,"(40.81637224, -73.9022598)"
3,40.73941003,-74.00194968,"(40.73941003, -74.00194968)"
4,40.6769184,-73.9592586,"(40.6769184, -73.9592586)"
5,40.67713464,-73.95918059,"(40.67713464, -73.95918059)"
6,40.63199258,-73.97217722,"(40.63199258, -73.97217722)"
7,40.70459341,-73.96074283,"(40.70459341, -73.96074283)"
8,40.7187427,-73.94852562,"(40.7187427, -73.94852562)"
9,40.73806702,-73.98328757,"(40.73806702, -73.98328757)"
10,40.60553315,-73.93804195,"(40.60553315, -73.93804195)"
11,40.77872736,-73.92039435,"(40.77872736, -73.92039435)"
12,40.57895433,-74.11266232,"(40.57895433, -74.11266232)"
13,40.59939309,-73.74252163,"(40.59939309, -73.74252163)"
14,40.78302075,-73.94422242,"(40.78302075, -73.94422242)"
15,40.57498523,-74.00002543,"(40.57498523, -74.00002543)"
16,40.7404633,-73.97934059,"(40.7404633, -73.97934059)"
17,40.78101184,-73.91774345,"(40.78101184, -73.91774345)"
18,40.52253802,-74.18518205,"(40.52253802, -74.18518205)"
19,40.61248768,-73.97483278,"(40.61248768, -73.97483278)"
20,40.85696499,-73.89150473,"(40.85696499, -73.89150473)"
21,40.71245365,-73.85564713,"(40.71245365, -73.85564713)"
22,40.85958579,-73.89950056,"(40.85958579, -73.89950056)"
23,40.59833088,-73.75595721,"(40.59833088, -73.75595721)"
24,40.7088444,-73.9640836,"(40.7088444, -73.9640836)"
25,40.65110915,-73.94867246,"(40.65110915, -73.94867246)"
26,40.62205825,-74.03742351,"(40.62205825, -74.03742351)"
27,40.73490331,-73.9009136,"(40.73490331, -73.9009136)"
28,40.76983451,-73.99158755,"(40.76983451, -73.99158755)"
29,40.64911166,-73.83787373,"(40.64911166, -73.83787373)"
30,40.77766642,-73.90689923,"(40.77766642, -73.90689923)"
31,40.87548483,-73.88153924,"(40.87548483, -73.88153924)"
32,40.58789707,-73.80679832,"(40.58789707, -73.80679832)"
33,40.76969587,-73.98383439,"(40.76969587, -73.98383439)"
34,40.76329091,-73.96502797,"(40.76329091, -73.96502797)"
35,40.72923378,-73.97956807,"(40.72923378, -73.97956807)"
36,40.76798778,-73.9825659,"(40.76798778, -73.9825659)"
37,40.70806955,-73.96446117,"(40.70806955, -73.96446117)"
38,40.59537561,-73.7427515,"(40.59537561, -73.7427515)"
39,40.857647,-73.89149726,"(40.857647, -73.89149726)"
40,40.74815334,-73.98076063,"(40.74815334, -73.98076063)"
41,40.89226044,-73.8560441,"(40.89226044, -73.8560441)"
42,40.80852967,-73.95777033,"(40.80852967, -73.95777033)"
43,40.74669075,-73.91617698,"(40.74669075, -73.91617698)"
44,40.74771249,-73.91597101,"(40.74771249, -73.91597101)"
45,40.61143669,-73.96772328,"(40.61143669, -73.96772328)"
46,40.69509526,-73.97115963,"(40.69509526, -73.97115963)"
47,40.5589738,-74.16444599,"(40.5589738, -74.16444599)"
48,40.5270255,-74.16637711,"(40.5270255, -74.16637711)"
49,40.70958042,-74.0177091,"(40.70958042, -74.0177091)"
50,40.70957641,-74.01785808,"(40.70957641, -74.01785808)"
51,40.77075169,-73.94768008,"(40.77075169, -73.94768008)"
52,40.87587509,-73.88153679,"(40.87587509, -73.88153679)"
53,40.7110767,-73.96524718,"(40.7110767, -73.96524718)"
54,40.67620489,-73.82390033,"(40.67620489, -73.82390033)"
55,40.8574649,-73.89313804,"(40.8574649, -73.89313804)"
56,40.70789583,-73.8972226,"(40.70789583, -73.8972226)"
57,40.71464893,-73.94373609,"(40.71464893, -73.94373609)"
58,40.71673872,-73.94420313,"(40.71673872, -73.94420313)"
59,40.85098688,-73.88414617,"(40.85098688, -73.88414617)"
60,40.76789412,-73.98253952,"(40.76789412, -73.98253952)"
61,40.59558729,-73.75614203,"(40.59558729, -73.75614203)"
62,40.56945997,-74.12972936,"(40.56945997, -74.12972936)"
63,40.58718847,-74.14930668,"(40.58718847, -74.14930668)"
64,40.77402034,-73.95129704,"(40.77402034, -73.95129704)"
65,40.76752447,-73.7968255,"(40.76752447, -73.7968255)"
66,40.63492943,-73.96112261,"(40.63492943, -73.96112261)"
67,40.52357298,-74.17337738,"(40.52357298, -74.17337738)"
68,40.88918446,-73.84900336,"(40.88918446, -73.84900336)"
69,40.52828807,-74.1650726,"(40.52828807, -74.1650726)"
70,40.70038281,-73.89411662,"(40.70038281, -73.89411662)"
71,40.76264251,-73.82246265,"(40.76264251, -73.82246265)"
72,40.75510947,-73.7483643,"(40.75510947, -73.7483643)"
73,40.7681182,-73.90106351,"(40.7681182, -73.90106351)"
74,40.64509469,-73.94831119,"(40.64509469, -73.94831119)"
75,40.75350861,-73.96542053,"(40.75350861, -73.96542053)"
76,40.70830149,-73.96651394,"(40.70830149, -73.96651394)"
77,40.66343142,-73.75561037,"(40.66343142, -73.75561037)"
78,40.53124581,-74.15716167,"(40.53124581, -74.15716167)"
79,40.59263175,-74.15079961,"(40.59263175, -74.15079961)"
80,40.70400702,-74.00864807,"(40.70400702, -74.00864807)"
81,40.84816721,-73.88585512,"(40.84816721, -73.88585512)"
