,latitude,longitude,location
1,40.61483,-73.99838,"(40.61483, -73.99838)"
2,40.63791,-73.92309,"(40.63791, -73.92309)"
3,40.871677,-73.843704,"(40.871677, -73.843704)"
4,40.626762,-73.95661,"(40.626762, -73.95661)"
5,40.664192,-73.841125,"(40.664192, -73.841125)"
6,40.707607,-73.96191,"(40.707607, -73.96191)"
7,0.0,0.0,"(0.0, 0.0)"
8,40.686996,-73.95685,"(40.686996, -73.95685)"
9,40.682095,-73.80172,"(40.682095, -73.80172)"
10,40.631546,-73.995766,"(40.631546, -73.995766)"
11,40.812283,-73.90447,"(40.812283, -73.90447)"
12,40.58254,-73.83575,"(40.58254, -73.83575)"
13,40.748924,-73.937386,"(40.748924, -73.937386)"
14,40.750828,-74.00189,"(40.750828, -74.00189)"
15,40.680305,-73.844536,"(40.680305, -73.844536)"
16,40.70052,-73.811066,"(40.70052, -73.811066)"
17,40.76769,-73.93619,"(40.76769, -73.93619)"
18,40.75158,-73.77453,"(40.75158, -73.77453)"
19,40.711998,-73.90665,"(40.711998, -73.90665)"
21,40.586308,-73.937256,"(40.586308, -73.937256)"
22,40.75012,-73.908325,"(40.75012, -73.908325)"
23,40.64149,-74.01191,"(40.64149, -74.01191)"
24,40.737694,-73.88224,"(40.737694, -73.88224)"
25,40.688614,-73.989174,"(40.688614, -73.989174)"
26,40.699314,-73.83157,"(40.699314, -73.83157)"
27,40.851963,-73.83557,"(40.851963, -73.83557)"
28,40.72294,-73.9455,"(40.72294, -73.9455)"
29,40.74604,-73.82609,"(40.74604, -73.82609)"
30,40.89466,-73.86137,"(40.89466, -73.86137)"
31,40.737183,-73.718124,"(40.737183, -73.718124)"
32,40.673107,-73.99959,"(40.673107, -73.99959)"
33,40.658337,-73.99297,"(40.658337, -73.99297)"
34,40.607765,-73.98255,"(40.607765, -73.98255)"
35,40.87939,-73.851204,"(40.87939, -73.851204)"
36,40.598034,-74.00552,"(40.598034, -74.00552)"
37,40.75425,-73.827835,"(40.75425, -73.827835)"
38,40.584423,-73.98774,"(40.584423, -73.98774)"
39,40.647846,-73.89139,"(40.647846, -73.89139)"
40,40.642574,-73.89796,"(40.642574, -73.89796)"
41,40.713898,-73.961685,"(40.713898, -73.961685)"
42,40.664993,-73.80229,"(40.664993, -73.80229)"
43,40.689842,-73.850075,"(40.689842, -73.850075)"
44,40.802753,-73.93358,"(40.802753, -73.93358)"
45,40.74833,-73.896095,"(40.74833, -73.896095)"
46,40.85879,-73.907364,"(40.85879, -73.907364)"
47,40.733917,-73.9219,"(40.733917, -73.9219)"
48,40.677174,-73.924774,"(40.677174, -73.924774)"
49,40.817513,-73.91712,"(40.817513, -73.91712)"
50,40.86964,-73.863396,"(40.86964, -73.863396)"
51,40.760136,-73.76646,"(40.760136, -73.76646)"
52,40.606148,-73.97737,"(40.606148, -73.97737)"
53,40.7468,-73.87343,"(40.7468, -73.87343)"
54,40.55802,-74.1374,"(40.55802, -74.1374)"
55,40.62334,-73.95595,"(40.62334, -73.95595)"
56,40.85391,-73.89109,"(40.85391, -73.89109)"
57,40.668648,-73.92835,"(40.668648, -73.92835)"
58,40.697815,-73.7602,"(40.697815, -73.7602)"
59,40.734737,-73.87227,"(40.734737, -73.87227)"
60,40.60919,-73.95726,"(40.60919, -73.95726)"
61,40.824028,-73.84337,"(40.824028, -73.84337)"
62,40.753407,-73.79243,"(40.753407, -73.79243)"
63,40.743484,-73.89908,"(40.743484, -73.89908)"
64,40.742874,-73.933945,"(40.742874, -73.933945)"
67,40.767372,-73.950066,"(40.767372, -73.950066)"
69,40.778805,-73.947975,"(40.778805, -73.947975)"
70,40.765335,-73.90612,"(40.765335, -73.90612)"
71,40.723,-73.85257,"(40.723, -73.85257)"
72,40.670116,-73.92248,"(40.670116, -73.92248)"
73,40.696663,-73.98085,"(40.696663, -73.98085)"
74,40.86536,-73.87043,"(40.86536, -73.87043)"
76,40.66985,-73.80064,"(40.66985, -73.80064)"
77,40.760254,-73.967545,"(40.760254, -73.967545)"
78,40.807224,-73.944176,"(40.807224, -73.944176)"
79,40.71126,-73.899864,"(40.71126, -73.899864)"
80,40.73694,-73.88657,"(40.73694, -73.88657)"
81,40.651005,-73.94571,"(40.651005, -73.94571)"
82,40.68383,-73.932236,"(40.68383, -73.932236)"
83,40.736855,-73.97853,"(40.736855, -73.97853)"
85,40.86697,-73.837326,"(40.86697, -73.837326)"
87,40.622086,-74.02865,"(40.622086, -74.02865)"
88,40.839325,-73.941444,"(40.839325, -73.941444)"
89,40.695858,-73.828896,"(40.695858, -73.828896)"
91,0.0,0.0,"(0.0, 0.0)"
92,40.836555,-73.87135,"(40.836555, -73.87135)"
93,40.86769,-73.92122,"(40.86769, -73.92122)"
94,40.681786,-73.860374,"(40.681786, -73.860374)"
95,40.750492,-73.70702,"(40.750492, -73.70702)"
96,40.770313,-73.99141,"(40.770313, -73.99141)"
97,40.843525,-73.89667,"(40.843525, -73.89667)"
98,40.66077,-73.91975,"(40.66077, -73.91975)"
99,40.752037,-73.92839,"(40.752037, -73.92839)"
100,40.78587,-73.84955,"(40.78587, -73.84955)"
101,40.85759,-73.88707,"(40.85759, -73.88707)"
102,40.682568,-73.79266,"(40.682568, -73.79266)"
103,40.60115,-73.97839,"(40.60115, -73.97839)"
104,40.632145,-73.952736,"(40.632145, -73.952736)"
105,40.761173,-73.95789,"(40.761173, -73.95789)"
106,40.724087,-74.00943,"(40.724087, -74.00943)"
108,40.638386,-73.887054,"(40.638386, -73.887054)"
109,40.846874,-73.90877,"(40.846874, -73.90877)"
110,40.819477,-73.92689,"(40.819477, -73.92689)"
111,40.659348,-73.8912,"(40.659348, -73.8912)"
112,40.77742,-73.92265,"(40.77742, -73.92265)"
113,40.74241,-73.852646,"(40.74241, -73.852646)"
114,40.88532,-73.91009,"(40.88532, -73.91009)"
116,40.66778,-73.86243,"(40.66778, -73.86243)"
118,40.841347,-73.938576,"(40.841347, -73.938576)"
119,40.68471,-73.83009,"(40.68471, -73.83009)"
120,40.781315,-73.94614,"(40.781315, -73.94614)"
121,40.701157,-73.81619,"(40.701157, -73.81619)"
122,40.72662,-73.757324,"(40.72662, -73.757324)"
123,40.683506,-73.97594,"(40.683506, -73.97594)"
124,40.69073,-73.76403,"(40.69073, -73.76403)"
127,40.80875,-73.959656,"(40.80875, -73.959656)"
128,40.830223,-73.834045,"(40.830223, -73.834045)"
129,40.667923,-73.861465,"(40.667923, -73.861465)"
130,40.72975,-73.82335,"(40.72975, -73.82335)"
131,40.895374,-73.86356,"(40.895374, -73.86356)"
132,40.784237,-73.947075,"(40.784237, -73.947075)"
133,40.77661,-73.92153,"(40.77661, -73.92153)"
134,40.595257,-74.062836,"(40.595257, -74.062836)"
135,40.812603,-73.887924,"(40.812603, -73.887924)"
136,40.87262,-73.904686,"(40.87262, -73.904686)"
137,40.863144,-73.90196,"(40.863144, -73.90196)"
139,40.655155,-73.933685,"(40.655155, -73.933685)"
140,40.69365,-73.98333,"(40.69365, -73.98333)"
141,40.58987,-73.93699,"(40.58987, -73.93699)"
143,40.765358,-73.80237,"(40.765358, -73.80237)"
144,40.707443,-74.007614,"(40.707443, -74.007614)"
145,40.659706,-73.743546,"(40.659706, -73.743546)"
146,40.677567,-73.73188,"(40.677567, -73.73188)"
148,40.7012,-73.83831,"(40.7012, -73.83831)"
149,40.61701,-73.969124,"(40.61701, -73.969124)"
150,40.729652,-74.00221,"(40.729652, -74.00221)"
151,40.65319,-73.96622,"(40.65319, -73.96622)"
152,40.7138,-73.9516,"(40.7138, -73.9516)"
153,40.7095,-73.93582,"(40.7095, -73.93582)"
154,40.70673,-73.861755,"(40.70673, -73.861755)"
155,40.701687,-73.95543,"(40.701687, -73.95543)"
156,40.674,-74.000275,"(40.674, -74.000275)"
157,40.765545,-73.95471,"(40.765545, -73.95471)"
158,40.844234,-73.92363,"(40.844234, -73.92363)"
160,40.66551,-73.992775,"(40.66551, -73.992775)"
161,40.649277,-73.94361,"(40.649277, -73.94361)"
162,40.758427,-73.99264,"(40.758427, -73.99264)"
163,40.613815,-74.03708,"(40.613815, -74.03708)"
166,40.74782,-73.7063,"(40.74782, -73.7063)"
167,40.655827,-73.898605,"(40.655827, -73.898605)"
168,40.630096,-73.94741,"(40.630096, -73.94741)"
169,40.755623,-73.778275,"(40.755623, -73.778275)"
170,40.75663,-73.875145,"(40.75663, -73.875145)"
171,40.69798,-73.91257,"(40.69798, -73.91257)"
172,40.740837,-73.78656,"(40.740837, -73.78656)"
173,40.73352,-73.95707,"(40.73352, -73.95707)"
174,40.772987,-73.9164,"(40.772987, -73.9164)"
