,latitude,longitude,location
0,40.66464863,-73.76700197,"(40.66464863, -73.76700197)"
1,40.66511368,-73.76680063,"(40.66511368, -73.76680063)"
2,40.66524089,-73.76674555,"(40.66524089, -73.76674555)"
3,40.68468448,-73.85693625,"(40.68468448, -73.85693625)"
4,40.71549285,-73.77871273,"(40.71549285, -73.77871273)"
5,40.62298887,-73.90684096,"(40.62298887, -73.90684096)"
6,40.69494283,-73.85094228,"(40.69494283, -73.85094228)"
7,40.66474392,-73.77335971,"(40.66474392, -73.77335971)"
8,40.76185946,-73.81449591,"(40.76185946, -73.81449591)"
9,40.70601565,-73.95892829,"(40.70601565, -73.95892829)"
10,40.58010979,-73.96136814,"(40.58010979, -73.96136814)"
11,40.58022984,-73.96141195,"(40.58022984, -73.96141195)"
12,40.73693131,-73.7506247,"(40.73693131, -73.7506247)"
13,40.66854778,-73.9366296,"(40.66854778, -73.9366296)"
14,40.79251869,-73.82171388,"(40.79251869, -73.82171388)"
15,40.69824064,-73.89302524,"(40.69824064, -73.89302524)"
16,40.67779935,-73.85078296,"(40.67779935, -73.85078296)"
17,40.69155676,-73.82502538,"(40.69155676, -73.82502538)"
18,40.69150024,-73.82523014,"(40.69150024, -73.82523014)"
19,40.70522007,-73.86412718,"(40.70522007, -73.86412718)"
20,40.69548943,-73.85208341,"(40.69548943, -73.85208341)"
21,40.71977741,-73.82258075,"(40.71977741, -73.82258075)"
22,40.77174868,-73.73345242,"(40.77174868, -73.73345242)"
23,40.6777632,-73.85171569,"(40.6777632, -73.85171569)"
24,40.77036443,-73.81466153,"(40.77036443, -73.81466153)"
25,40.53484544,-74.15667962,"(40.53484544, -74.15667962)"
26,40.75898485,-73.73743282,"(40.75898485, -73.73743282)"
27,40.68804552,-73.82786177,"(40.68804552, -73.82786177)"
28,40.76716765,-73.87136848,"(40.76716765, -73.87136848)"
29,40.66044439,-73.76386475,"(40.66044439, -73.76386475)"
30,40.70984505,-73.78213545,"(40.70984505, -73.78213545)"
31,40.6718336,-73.75785302,"(40.6718336, -73.75785302)"
32,40.7214165,-73.80341999,"(40.7214165, -73.80341999)"
33,40.66640063,-73.77358915,"(40.66640063, -73.77358915)"
34,40.6825205,-73.8222627,"(40.6825205, -73.8222627)"
35,40.66123913,-73.76800912,"(40.66123913, -73.76800912)"
36,40.69780926,-73.73561246,"(40.69780926, -73.73561246)"
37,40.71954494,-73.79869333,"(40.71954494, -73.79869333)"
38,40.63314296,-74.01946461,"(40.63314296, -74.01946461)"
39,40.77105754,-73.79313157,"(40.77105754, -73.79313157)"
40,40.66486712,-73.77330447,"(40.66486712, -73.77330447)"
41,40.60037832,-73.9702565,"(40.60037832, -73.9702565)"
42,40.69584381,-73.82870152,"(40.69584381, -73.82870152)"
43,40.68506957,-73.82149435,"(40.68506957, -73.82149435)"
44,40.76224161,-73.79812771,"(40.76224161, -73.79812771)"
45,40.76889698,-73.81351755,"(40.76889698, -73.81351755)"
46,40.76256712,-73.7429267,"(40.76256712, -73.7429267)"
47,40.67006603,-73.75651323,"(40.67006603, -73.75651323)"
48,40.70427561,-73.74177916,"(40.70427561, -73.74177916)"
49,40.73440582,-73.77650447,"(40.73440582, -73.77650447)"
